grain,fiscal_year,fiscal_month,fiscal_quarter,ym,group_code,group_name,region,revenue,quantity,n_orders,n_customers,period_label,mom_revenue_pct,yoy_revenue_pct,revenue_share_pct,cum_revenue_ytd,province_name,revenue_pct_province,revenue_pct_region,revenue_pct_national,rank_in_region,product_code,product_name,line_name,color,revenue_2025,quantity_2025,n_orders_2025,revenue_2026,quantity_2026,n_orders_2026,revenue_2026_ann,yoy_revenue_pct_ann,avg_unit_price,revenue_rank,pareto_cum_pct,pareto_class,revenue_share_in_group_pct,bcg_quadrant,customer_code,customer_name,cohort_month,first_order_date,last_order_q1_2025,recency_days,avg_order_value,n_product_groups,trend_slope,groups_bought,churn_label,rfm_r,rfm_f,rfm_m,rfm_segment,churn_prob,churn_split,churn_priority,roc_auc_test,n_orders_q1_2026,revenue_q1_2026,ds,yhat,yhat_lower,yhat_upper,y_actual,split,is_future,mae_test,mape_test_pct
monthly_group,2025.0,1.0,1.0,2025-01,CITYBIKE_P,Xe phổ thông,__ALL__,1569577377,947,45,34,T1/2025,,,49.08,1569577377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,2.0,1.0,2025-02,CITYBIKE_P,Xe phổ thông,__ALL__,4307545384,3363,174,134,T2/2025,174.44,,67.97,5877122761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,3.0,1.0,2025-03,CITYBIKE_P,Xe phổ thông,__ALL__,11079768166,8954,412,235,T3/2025,157.22,,59.63,16956890927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,1.0,1.0,2026-01,CITYBIKE_P,Xe phổ thông,__ALL__,10948454445,6743,401,268,T1/2026,-1.19,597.54,51.8,10948454445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,2.0,1.0,2026-02,CITYBIKE_P,Xe phổ thông,__ALL__,10543385018,6565,373,239,T2/2026,-3.7,144.77,54.38,21491839463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,1.0,1.0,2025-01,KIDBIKE_1,Xe trẻ em nhóm 1,__ALL__,364191375,218,16,10,T1/2025,,,11.39,364191375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,2.0,1.0,2025-02,KIDBIKE_1,Xe trẻ em nhóm 1,__ALL__,838248052,717,85,75,T2/2025,130.17,,13.23,1202439427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,3.0,1.0,2025-03,KIDBIKE_1,Xe trẻ em nhóm 1,__ALL__,2812349881,2427,265,160,T3/2025,235.5,,15.13,4014789308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,1.0,1.0,2026-01,KIDBIKE_1,Xe trẻ em nhóm 1,__ALL__,2101176802,1637,231,163,T1/2026,-25.29,476.94,9.94,2101176802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,2.0,1.0,2026-02,KIDBIKE_1,Xe trẻ em nhóm 1,__ALL__,1641871844,1280,222,151,T2/2026,-21.86,95.87,8.47,3743048646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,1.0,1.0,2025-01,KIDBIKE_2,Xe trẻ em nhóm 2,__ALL__,119466940,128,15,6,T1/2025,,,3.74,119466940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,2.0,1.0,2025-02,KIDBIKE_2,Xe trẻ em nhóm 2,__ALL__,307016457,462,56,41,T2/2025,156.99,,4.84,426483397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,3.0,1.0,2025-03,KIDBIKE_2,Xe trẻ em nhóm 2,__ALL__,695529515,1117,134,86,T3/2025,126.54,,3.74,1122012912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,1.0,1.0,2026-01,KIDBIKE_2,Xe trẻ em nhóm 2,__ALL__,459193023,496,109,67,T1/2026,-33.98,284.37,2.17,459193023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,2.0,1.0,2026-02,KIDBIKE_2,Xe trẻ em nhóm 2,__ALL__,1202314677,1301,151,107,T2/2026,161.83,291.61,6.2,1661507700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,1.0,1.0,2025-01,SPORTBIKE_A,Xe thể thao nhôm,__ALL__,131539142,37,7,6,T1/2025,,,4.11,131539142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,2.0,1.0,2025-02,SPORTBIKE_A,Xe thể thao nhôm,__ALL__,451082224,171,42,40,T2/2025,242.93,,7.12,582621366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,3.0,1.0,2025-03,SPORTBIKE_A,Xe thể thao nhôm,__ALL__,1707156959,608,130,77,T3/2025,278.46,,9.19,2289778325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,1.0,1.0,2026-01,SPORTBIKE_A,Xe thể thao nhôm,__ALL__,96984806,38,14,12,T1/2026,-94.32,-26.27,0.46,96984806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,2.0,1.0,2026-02,SPORTBIKE_A,Xe thể thao nhôm,__ALL__,57815363,20,4,4,T2/2026,-40.39,-87.18,0.3,154800169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,1.0,1.0,2025-01,SPORTBIKE_S,Xe thể thao thép,__ALL__,753752125,346,23,13,T1/2025,,,23.57,753752125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,2.0,1.0,2025-02,SPORTBIKE_S,Xe thể thao thép,__ALL__,288466569,204,56,50,T2/2025,-61.73,,4.55,1042218694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,3.0,1.0,2025-03,SPORTBIKE_S,Xe thể thao thép,__ALL__,1571476861,952,144,88,T3/2025,444.77,,8.46,2613695555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,1.0,1.0,2026-01,SPORTBIKE_S,Xe thể thao thép,__ALL__,443426024,197,60,43,T1/2026,-71.78,-41.17,2.1,443426024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,2.0,1.0,2026-02,SPORTBIKE_S,Xe thể thao thép,__ALL__,251574257,116,36,31,T2/2026,-43.27,-12.79,1.3,695000281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,1.0,1.0,2025-01,,,__ALL__,259643330,161,19,10,T1/2025,,,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,2.0,1.0,2025-02,,,__ALL__,144852681,113,19,16,T2/2025,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2025.0,3.0,1.0,2025-03,,,__ALL__,715508525,551,57,38,T3/2025,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,1.0,1.0,2026-01,,,__ALL__,7085838510,3430,381,245,T1/2026,,2629.07,33.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group,2026.0,2.0,1.0,2026-02,,,__ALL__,5691907974,3240,352,230,T2/2026,,3829.45,29.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,CITYBIKE_P,Xe phổ thông,Miền Bắc,1257222287,778,25,25,T1/2025,,,39.31,1257222287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,CITYBIKE_P,Xe phổ thông,Miền Bắc,3053671179,2434,127,105,T2/2025,142.89,,48.19,4310893466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,CITYBIKE_P,Xe phổ thông,Miền Bắc,9040596814,7340,345,201,T3/2025,196.06,,48.65,13351490280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,CITYBIKE_P,Xe phổ thông,Miền Bắc,8246548908,5105,304,212,T1/2026,-8.78,555.93,39.02,8246548908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,CITYBIKE_P,Xe phổ thông,Miền Bắc,5997169522,3776,206,130,T2/2026,-27.28,96.39,30.93,14243718430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,CITYBIKE_P,Xe phổ thông,Miền Nam,230726200,119,13,2,T1/2025,,,7.21,230726200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,CITYBIKE_P,Xe phổ thông,Miền Nam,271092662,140,17,3,T2/2025,17.5,,4.28,501818862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,CITYBIKE_P,Xe phổ thông,Miền Nam,212979529,110,10,2,T3/2025,-21.44,,1.15,714798391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,CITYBIKE_P,Xe phổ thông,Miền Nam,388907021,200,26,2,T1/2026,82.6,68.56,1.84,388907021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,CITYBIKE_P,Xe phổ thông,Miền Nam,303137570,155,26,2,T2/2026,-22.05,11.82,1.56,692044591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,CITYBIKE_P,Xe phổ thông,Miền Trung,69360371,45,6,6,T1/2025,,,2.17,69360371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,CITYBIKE_P,Xe phổ thông,Miền Trung,946041543,758,28,25,T2/2025,1263.95,,14.93,1015401914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,CITYBIKE_P,Xe phổ thông,Miền Trung,1700931823,1399,52,30,T3/2025,79.79,,9.15,2716333737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,CITYBIKE_P,Xe phổ thông,Miền Trung,2300729998,1433,70,53,T1/2026,35.26,3217.07,10.89,2300729998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,CITYBIKE_P,Xe phổ thông,Miền Trung,1936228163,1218,49,35,T2/2026,-15.84,104.67,9.99,4236958161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,CITYBIKE_P,Xe phổ thông,,12268519,5,1,1,T1/2025,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,CITYBIKE_P,Xe phổ thông,,36740000,31,2,1,T2/2025,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,CITYBIKE_P,Xe phổ thông,,125260000,105,5,2,T3/2025,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,CITYBIKE_P,Xe phổ thông,,12268518,5,1,1,T1/2026,,-0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,CITYBIKE_P,Xe phổ thông,,2306849763,1416,92,72,T2/2026,,6178.85,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Bắc,299489338,178,8,8,T1/2025,,,9.36,299489338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Bắc,725105552,619,70,62,T2/2025,142.11,,11.44,1024594890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Bắc,2461255464,2148,231,138,T3/2025,239.43,,13.25,3485850354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Bắc,1519953386,1219,168,129,T1/2026,-38.24,407.52,7.19,1519953386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Bắc,919246865,752,122,86,T2/2026,-39.52,26.77,4.74,2439200251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Nam,60502037,36,7,1,T1/2025,,,1.89,60502037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Nam,9432500,5,2,1,T2/2025,-84.41,,0.15,69934537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Nam,67153982,39,2,1,T3/2025,611.94,,0.36,137088519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Nam,222879341,127,24,2,T1/2026,231.89,268.38,1.05,222879341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Nam,203971572,131,29,2,T2/2026,-8.48,2062.43,1.05,426850913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Trung,4200000,4,1,1,T1/2025,,,0.13,4200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Trung,96960000,87,11,11,T2/2025,2208.57,,1.53,101160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Trung,263990435,222,29,20,T3/2025,172.27,,1.42,365150435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Trung,358344075,291,39,32,T1/2026,35.74,8432.0,1.7,358344075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,KIDBIKE_1,Xe trẻ em nhóm 1,Miền Trung,140331794,108,17,16,T2/2026,-60.84,44.73,0.72,498675869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,KIDBIKE_1,Xe trẻ em nhóm 1,,6750000,6,2,1,T2/2025,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,KIDBIKE_1,Xe trẻ em nhóm 1,,19950000,18,3,1,T3/2025,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,KIDBIKE_1,Xe trẻ em nhóm 1,,378321613,289,54,47,T2/2026,,5504.76,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Bắc,42123335,58,4,4,T1/2025,,,1.32,42123335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Bắc,162541847,315,37,34,T2/2025,285.87,,2.56,204665182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Bắc,526947219,933,112,73,T3/2025,224.19,,2.84,731612401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Bắc,255216131,301,73,54,T1/2026,-51.57,505.88,1.21,255216131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Bắc,677867195,773,91,68,T2/2026,165.61,317.04,3.5,933083326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Nam,77343605,70,11,2,T1/2025,,,2.42,77343605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Nam,127564610,113,14,2,T2/2025,64.93,,2.01,204908215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Nam,135004055,120,10,2,T3/2025,5.83,,0.73,339912270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Nam,138507306,123,25,2,T1/2026,2.59,79.08,0.66,138507306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Nam,212591289,192,14,2,T2/2026,53.49,66.65,1.1,351098595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Trung,16910000,34,5,5,T2/2025,,,0.27,16910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Trung,32078241,61,11,10,T3/2025,89.7,,0.17,48988241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Trung,65469586,72,11,11,T1/2026,104.09,,0.31,65469586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,KIDBIKE_2,Xe trẻ em nhóm 2,Miền Trung,108418233,117,11,8,T2/2026,65.6,541.15,0.56,173887819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,KIDBIKE_2,Xe trẻ em nhóm 2,,1500000,3,1,1,T3/2025,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,KIDBIKE_2,Xe trẻ em nhóm 2,,203437960,219,35,29,T2/2026,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,SPORTBIKE_A,Xe thể thao nhôm,Miền Bắc,113428030,33,6,5,T1/2025,,,3.55,113428030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,SPORTBIKE_A,Xe thể thao nhôm,Miền Bắc,430414295,163,38,36,T2/2025,279.46,,6.79,543842325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,SPORTBIKE_A,Xe thể thao nhôm,Miền Bắc,1461261869,532,119,69,T3/2025,239.5,,7.86,2005104194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,SPORTBIKE_A,Xe thể thao nhôm,Miền Bắc,33042590,14,5,4,T1/2026,-97.74,-70.87,0.16,33042590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,SPORTBIKE_A,Xe thể thao nhôm,Miền Nam,146428334,42,2,1,T3/2025,,,0.79,146428334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,SPORTBIKE_A,Xe thể thao nhôm,Miền Trung,18111112,4,1,1,T1/2025,,,0.57,18111112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,SPORTBIKE_A,Xe thể thao nhôm,Miền Trung,20667929,8,4,4,T2/2025,14.12,,0.33,38779041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,SPORTBIKE_A,Xe thể thao nhôm,Miền Trung,92766756,31,8,6,T3/2025,348.84,,0.5,131545797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,1.0,1.0,2026-01,SPORTBIKE_A,Xe thể thao nhôm,Miền Trung,63942216,24,9,8,T1/2026,-31.07,253.06,0.3,63942216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,SPORTBIKE_A,Xe thể thao nhôm,Miền Trung,26644995,9,1,1,T2/2026,-58.33,28.92,0.14,90587211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,3.0,1.0,2025-03,SPORTBIKE_A,Xe thể thao nhôm,,6700000,3,1,1,T3/2025,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2026.0,2.0,1.0,2026-02,SPORTBIKE_A,Xe thể thao nhôm,,31170368,11,3,3,T2/2026,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,1.0,1.0,2025-01,SPORTBIKE_S,Xe thể thao thép,Miền Bắc,645161108,302,12,10,T1/2025,,,20.17,645161108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monthly_group_region,2025.0,2.0,1.0,2025-02,SPORTBIKE_S,Xe thể thao thép,Miền Bắc,221653792,166,45,41,T2/2025,-65.64,,3.5,866814900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
